data_collection_year,geo_level_1,geo_level_2,geo_level_3,geo_level_4,geo_level_5,geo_level_6,geo_level_7,water_point_id,num_families_in_community,families_with_access_to_improved_water,families_without_access_to_improved_water,water_point_type,age_since_original_construction,risk_based_on_age,risk_based_on_current_condition,level_of_service,level_of_priority_to_repair_or_replace,level_of_service_score,alert,components,recommended_activity,remaining_lifespan_of_spring_protection,remaining_lifespan_of_taps,remaining_lifespan_of_well,remaining_lifespan_of_pump,remaining_lifespan_of_apron,state_of_spring_protection,state_of_taps,state_of_well,state_of_pump,state_of_apron,overall_state_of_water_point,water_point_improved,source_protected,number_of_users_meets_govt_standard,adequate_water_quality,adequate_water_quantity,out_of_service_one_day_or_less_in_past_month,water_available_from_point_on_day_of_visit,water_point_in_good_overall_condition,presense_of_spring_protection,year_spring_protection_constructed_or_reconstructed,presense_of_tap,year_taps_constructed_or_reconstructed,presense_of_well,year_well_constructed_or_reconstructed,presense_of_pump,year_pump_constructed_or_reconstructed,presense_of_apron,year_apron_constructed_or_reconstructed,days_out_of_service_in_last_year
2017,Uganda ,Kamwenge,Kibale,Kahunge,Rwenkuba,Rwenkuba I,, ,20,20, ,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge,Kiziba ,Kiziba I,, ,60,30,30,Protected Deep Borehole,2014,Low Risk,Medium Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,2,2,2,2,1,1,1,0,1,1,1,0, , , , ,1,2014,1,2014,1,2014,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge,Kyabandara,Kyabandara I,,DWD 41535,40,40, ,Protected Deep Borehole,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge,Kyabandara,Kyabandara Ii,, ,120,100,20,Protected Deep Borehole,2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2013,1,2013,1,2013,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge,Busingye,Masaka Ii,, ,130,100,30,Protected Deep Borehole,2016,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,2,1,1,2,1,1,1,0,0,0,1,0, , , , ,1,2015,1,2015,1,2015,7
2017,Uganda ,Kamwenge,Kibale,Kamwenge,Nkongoro,Nkongoro,, ,11,11, ,Protected Deep Borehole,1996,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-1,7,17, , ,1,1,1,2,1,1,1,1,0,1,1,0, , , , ,1,1996,1,2014,1,2014,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge,Nkongoro,Nkongoro,, ,200,200, ,Protected Deep Borehole,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge,Busingye,Nyabitusi  Ii,,DWD 34631,111,100,11,Protected Deep Borehole,2011,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2011,1,2011,1,2011,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge,Busingye,Nyakacwamba Ii,, ,50,40,10,Protected Deep Borehole,1995,High Risk,Medium Risk,Intermediate Level of Service,Medium Priority,7,Consider Replacing Aging Components,"Well, Apron",Further Technical Diagnostic Needed , , ,-2,9,-2, , ,2,2,2,2,1,1,1,1,1,1,1,0, , , , ,1,1995,1,2016,1,1995,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge Tc,Kaburisoke,Kaburisoke Ii,, ,30,5,25,Protected Deep Borehole,1993,High Risk,High Risk,Basic Level of Service,High Priority,5,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-4,-14,-4, , ,3,3,1,3,1,1,1,1,0,1,0,0, , , , ,1,1993,1,1993,1,1993,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge Tc,Kitonzi,Kakinga,,044-00781,200,0,200,Protected Deep Borehole,1996,High Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-1,-11,-1, , ,3,3,3,3,1,1,1,0,1,0,0,0, , , , ,1,1996,1,1996,1,1996,365
2017,Uganda ,Kamwenge,Kibale,Kamwenge Tc,Kamwenge,Kamwenge Village,, ,120,100,20,Protected Deep Borehole,2000,High Risk,Medium Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,3,4,14, , ,2,2,1,2,1,1,1,0,1,1,1,0, , , , ,1,2000,1,2011,1,2011,0
2017,Uganda ,Kamwenge,Kibale,Kamwenge Tc,Rwemirama,Kanyegaramire,, ,109,100,9,Protected Deep Borehole,1940,High Risk,Medium Risk,Basic Level of Service,High Priority,5,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-57,5,15, , ,2,2,2,2,1,1,1,0,1,0,1,0, , , , ,1,1940,1,2012,1,2012,20
2017,Uganda ,Kamwenge,Kibale,Kamwenge Tc,Kamwenge,Karambi,, ,150,50,100,Protected Deep Borehole,2005,Medium Risk,High Risk,Basic Level of Service,High Priority,3,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,8,-2,13, , ,3,3,2,3,1,1,1,0,0,0,0,0, , , , ,1,2005,1,2005,1,2010,133225
2017,Uganda ,Kamwenge,Kibale,Kamwenge Tc,Rwemirama,Mubushenyi,, ,150,120,30,Protected Deep Borehole,1960,High Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-37,4,14, , ,3,3,2,3,1,1,1,0,1,0,0,0, , , , ,1,1960,1,2011,1,2011,365
2017,Uganda ,Kamwenge,Kitagwenda,Kanara,Kigarama,Kigarama  I,, ,60,50,10,Protected Deep Borehole,1998,High Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,1,-9,17, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1998,1,1998,1,2014,4
2017,Uganda ,Kamwenge,Kitagwenda,Kanara,Rwenshama,Rwenshama  I,, ,40,40, ,Protected Deep Borehole,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,1,1,0,1,1, , , , ,1,2014,1,2014,1,2014,88
2017,Uganda ,Kamwenge,Kitagwenda,Mahyoro,Mahyoro,Kyamubinga,, ,36,36, ,Protected Deep Borehole,2008,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,11,6,17, , ,2,1,2,2,1,1,0,0,0,1,1,0, , , , ,1,2008,1,2013,1,2014,0
2017,Uganda ,Kamwenge,Kitagwenda,Mahyoro,Kyendangara,Kyendangara,, ,150,150,150,Protected Deep Borehole,2016,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,4,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,2,2,2,2,1,1,0,0,0,1,1,0, , , , ,1,2016,1,2016,1,2016,0
2017,Uganda ,Kamwenge,Kitagwenda,Mahyoro,Mahyoro,Kyentanda,, ,89,89, ,Protected Deep Borehole,1992,High Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-5,-15, , , ,3,3, ,3,1,1,1,0,1,0,0,0, , , , ,1,1992,1,1992,0, ,100
2017,Uganda ,Kamwenge,Kibale,Nkoma,Kaberebere,Bigoro,, ,400,250,150,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,19, , ,1,1,1,1,1,1,1,0,1,0,1,1, , , , ,1,2013,1,2013,1,2016,26
2017,Uganda ,Kamwenge,Kibale,Nkoma,Kaberebere,Bigoro,, ,70,60,10,Protected Deep Borehole,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,2,1,1,1,1,0,1,1,0,1, , , , ,1,2014,1,2014,1,2014,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Kaberebere,Bigoro,, ,653,153,500,Protected Deep Borehole,2011,Medium Risk,High Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,14,4,14, , ,3,3,3,3,1,1,1,0,1,0,0,0, , , , ,1,2011,1,2011,1,2011,30
2017,Uganda ,Kamwenge,Kibale,Nkoma,Kaberebere,Bigoro,,45090,400,250,150,Protected Deep Borehole,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Kaberebere,Bigoro,, ,653,200,453,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,2,1,1,1,1,0,1,1,0,1, , , , ,1,2013,1,2013,1,2013,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Bisozi,Bisozi,, ,76,46,30,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,0,1,1,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Buguta,,38203,350,300,50,Protected Deep Borehole,2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,2,1,1,1,0,1,1,1,0, , , , ,1,2012,1,2012,1,2012,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Buguta,,56973,350,300,50,Protected Deep Borehole,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Bulegeya I,, ,135,50,85,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2013,1,2013,1,2013,1
2017,Uganda ,Kamwenge,Kibale,Nkoma,Bisozi,Bwitankanja I,, ,200,96,104,Protected Deep Borehole,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,1,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Bisozi,Bwitankanja Ii,,45977,360,250,110,Protected Deep Borehole,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,0,0,1,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Mabale,Kahara,, ,450,300,150,Protected Deep Borehole,2010,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,13,7,17, , ,1,1,2,1,1,1,0,0,0,1,1,1, , , , ,1,2010,1,2014,1,2014,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kaihora,, ,500,200,300,Protected Deep Borehole,2015,Low Risk,High Risk,Basic Level of Service,High Priority,3,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,18,8,18, , ,3,3,2,3,1,1,1,0,0,0,0,0, , , , ,1,2015,1,2015,1,2015,133225
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kaihora,, ,500,200,300,Protected Deep Borehole,2013,Low Risk,Medium Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,19, , ,2,2,2,2,1,1,1,1,1,0,1,0, , , , ,1,2013,1,2013,1,2016,8
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kaihora,,38202,500,200,300,Protected Deep Borehole,2012,Medium Risk,Medium Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,2,2,2,2,1,1,1,0,0,0,1,0, , , , ,1,2012,1,2012,1,2012,4
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kaihora,,45406,500,200,300,Protected Deep Borehole,2015,Low Risk,Medium Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,2,2,2,2,1,1,1,0,1,1,1,0, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kaihora,,37352,500,200,300,Protected Deep Borehole,2013,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,2,2,2,2,1,1,1,0,0,1,1,0, , , , ,1,2013,1,2013,1,2013,1
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kaihora,,38981,500,200,300,Protected Deep Borehole,2013,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,2,2,2,2,1,1,1,0,1,0,1,0, , , , ,1,2013,1,2013,1,2013,5
2017,Uganda ,Kamwenge,Kibale,Nkoma,Mabale,Karokarungi,,DWD 59751,360,160,200,Protected Deep Borehole,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,105,105, ,Protected Deep Borehole,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,2,1,1,1,1,1,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,130,130, ,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,1,1,0,1,1, , , , ,1,2013,1,2013,1,2013,4
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,125,125, ,Protected Deep Borehole,2016,Low Risk,Low Risk,High Level of Service,Low Priority,8,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,1,1,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,155,155, ,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,118,118, ,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,1,0,1,1, , , , ,1,2013,1,2013,1,2013,8
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,105,105, ,Protected Deep Borehole,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,130,130, ,Protected Deep Borehole,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,1703,1703, ,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,180,180, ,Protected Deep Borehole,2014,Low Risk,Low Risk,High Level of Service,Low Priority,8,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,1,1,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,800,200,600,Protected Deep Borehole,2013,Low Risk,Low Risk,High Level of Service,Low Priority,8,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,2,1,1,1,1,1,1,1,1,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Katalyeba,, ,600,100,500,Protected Deep Borehole,1977,High Risk,High Risk,Basic Level of Service,High Priority,3,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-20,2,12, , ,3,3,2,3,1,1,1,0,0,0,0,0, , , , ,1,1977,1,2009,1,2009,133225
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kinyonza,, ,150,100,50,Protected Deep Borehole,2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,2,1,1,0,1,1,0,1,0, , , , ,1,2013,1,2013,1,2013,60
2017,Uganda ,Kamwenge,Kibale,Nkoma,Kaberebere,Kitonzi I,, ,226,100,126,Protected Deep Borehole,2000,High Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,3,-7,3, , ,1,1,2,1,1,1,1,0,0,0,1,1, , , , ,1,2000,1,2000,1,2000,276
2017,Uganda ,Kamwenge,Kibale,Nkoma,Mabale,Kyamuhamira,, ,120,800,400,Protected Deep Borehole,2014,Low Risk,High Risk,Inadequate Level of Service,High Priority,2,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,17,7,17, , ,3,3,2,3,1,0,1,0,0,0,0,0, , , , ,1,2014,1,2014,1,2014,42
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,, ,600,120,480,Protected Deep Borehole,2012,Low Risk,Medium Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,15,9,19, , ,2,1,2,1,1,1,1,1,0,1,1,1, , , , ,1,2012,1,2016,1,2016,2
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,,DWD 38981,600,70,530,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,2,1,1,1,1,1,0,0,1,1, , , , ,1,2013,1,2013,1,2013,2
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,,DWD 39074,300,150,150,Protected Deep Borehole,2012,Medium Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,2,2,1,1,1,1,0,0,1,0, , , , ,1,2012,1,2012,1,2012,3
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,,DWD 39070,600,40,560,Protected Deep Borehole,2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,2,1,1,1,0,0,0,1,0, , , , ,1,2012,1,2012,1,2012,4
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,, ,100,100,100,Protected Deep Borehole,2013,Low Risk,Medium Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,20, , ,2,1,2,2,1,1,1,0,1,1,1,0, , , , ,1,2013,1,2013,1,2017,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,, ,289,100,189,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,8,16, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2013,1,2015,1,2013,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,,39072,300,200,100,Protected Deep Borehole,2012,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,15,9,15, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2012,1,2016,1,2012,14
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,,DWD 38210,1000,1000, ,Protected Deep Borehole,2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,4,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,2,1,1,1,0,0,0,1,0, , , , ,1,2012,1,2012,1,2012,24
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,,45089,120,120, ,Protected Deep Borehole,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,1,0,1,1, , , , ,1,2015,1,2015,1,2015,12
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Kyempango,, ,420,220,200,Protected Deep Borehole,2012,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,15,9,19, , ,1,1,1,1,1,1,1,0,1,0,1,1, , , , ,1,2012,1,2016,1,2016,9
2017,Uganda ,Kamwenge,Kibale,Nkoma,Kiduduma,Mabale 11,,11166,310,100,210,Protected Deep Borehole,2015,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,2,2,2,2,1,1,0,1,0,1,1,0, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Kiduduma,Mabale 11,,1836,310,100,210,Protected Deep Borehole,2014,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,2,2,2,1,1,0,1,0,1,1,0, , , , ,1,2014,1,2014,1,2014,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Mahani,,10945,1000,990,10,Protected Deep Borehole,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Mahani,,1028,900,890,10,Protected Deep Borehole,2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2016,1,2016,1,2016,10
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Mahani,, ,1000,900, ,Protected Deep Borehole,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,20, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2016,1,2016,1,2017,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Mahani,, ,1200,1000,200,Protected Deep Borehole,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,7,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,1,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Mahani,,4509,150,150, ,Protected Deep Borehole,2015,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,2,1,1,1,0,0,1,1,0, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Mahani,,45403,130,100,30,Protected Deep Borehole,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,Uganda ,Kamwenge,Kibale,Nkoma,Nkoma,Mahani,,9702,110,90,20,Protected Deep Borehole,2015,Low Risk,Medium Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,2,2,1,1,1,0,0,1,1,0, , , , ,1,2015,1,2015,1,2015,0
